City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
21,albany,42.6001,-73.9662,271.05,77,5,0.45,US,1703056026
22,zhangjiakou,40.81,114.8794,255.72,61,28,7.26,CN,1703056225
23,laibin,23.7,109.2667,285.72,47,63,7.65,CN,1703056226
24,blackmans bay,-43.0167,147.3167,288.56,63,85,0.45,AU,1703056227
25,horta,38.5333,-28.6333,290.38,82,100,2.68,PT,1703056228
26,tadine,-21.55,167.8833,299.71,79,9,0.18,NC,1703056229
27,port mathurin,-19.6833,63.4167,299.33,80,99,7.93,MU,1703056231
28,orange walk,17.8333,-88.8333,289.23,83,45,0.82,BZ,1703056232
29,wailua homesteads,22.0669,-159.378,295.59,87,100,8.23,US,1703056233
30,port elizabeth,-33.918,25.5701,298.76,78,0,4.47,ZA,1703056195
31,adamstown,-25.066,-130.1015,295.97,80,100,6.92,PN,1703056235
32,huittinen,61.1833,22.7,271.84,84,55,4.27,FI,1703056236
33,chardara,41.2547,67.9692,277.29,36,0,1.21,KZ,1703056237
34,ribeira grande,38.5167,-28.7,290.8,82,99,2.68,PT,1703056238
35,kangding,30.0513,101.9603,284.79,13,0,2.45,CN,1703056241
36,nagqu,31.5,92.0,263.76,49,0,1.31,CN,1703056242
37,grytviken,-54.2811,-36.5092,275.39,79,19,5.94,GS,1703056243
38,kapa'a,22.0752,-159.319,296.33,87,100,8.23,US,1703056244
39,college,64.8569,-147.8028,261.73,84,100,0.0,US,1703056106
40,guerrero negro,27.9769,-114.0611,291.73,75,100,3.46,MX,1703056245
41,mikkeli,61.6886,27.2723,273.21,86,100,8.75,FI,1703056246
42,oral,51.2333,51.3667,274.14,100,100,11.0,KZ,1703056247
43,vorgashor,67.5833,63.95,252.3,96,14,3.05,RU,1703056248
44,fort bragg,35.139,-79.006,273.26,68,0,3.09,US,1703056249
45,edinburgh of the seven seas,-37.0676,-12.3116,289.68,96,100,6.89,SH,1703056250
46,bredasdorp,-34.5322,20.0403,294.26,60,34,1.71,ZA,1703056066
47,shalqar,47.8333,59.6,272.55,92,100,6.48,KZ,1703056251
48,alofi,-19.0595,-169.9187,299.06,86,5,11.07,NU,1703056252
49,saint-pierre,-21.3393,55.4781,303.97,66,40,4.12,RE,1703056253
50,tinghir,31.5157,-5.5343,278.34,24,0,2.44,MA,1703056254
51,remire-montjoly,4.9167,-52.2667,298.17,94,75,0.51,GF,1703056255
52,isafjordur,66.0755,-23.124,268.17,54,75,1.03,IS,1703056256
53,fortaleza,-3.7227,-38.5247,302.08,81,40,2.57,BR,1703056087
54,northam,51.0333,-4.2167,284.07,90,100,9.91,GB,1703056257
55,atherton,53.5237,-2.4935,282.75,85,87,4.92,GB,1703056219
56,uvinza,-5.1036,30.3911,297.79,84,100,0.75,TZ,1703056259
57,callao,-12.0667,-77.15,294.66,83,100,7.2,PE,1703056260
58,polyarnyy,69.1989,33.4478,264.67,95,100,1.04,RU,1703056261
59,dudinka,69.4058,86.1778,259.64,76,100,13.41,RU,1703056262
60,stanley,54.868,-1.6985,280.53,84,0,8.23,GB,1703056263
61,nemuro,43.3236,145.575,271.21,59,5,5.3,JP,1703056264
62,klyuchi,52.2667,79.1667,266.9,92,100,4.75,RU,1703056265
63,porto velho,-8.7619,-63.9039,298.18,94,20,0.0,BR,1703056266
64,papatowai,-46.5619,169.4708,295.18,67,67,2.91,NZ,1703056267
65,new amsterdam,6.25,-57.5167,298.62,86,14,2.4,GY,1703056268
66,acapulco de juarez,16.8634,-99.8901,298.05,88,0,2.06,MX,1703056004
67,aasiaat,68.7098,-52.8699,254.3,97,84,3.89,GL,1703056270
68,weno,7.4515,151.8468,302.12,74,20,3.6,FM,1703056271
69,tiksi,71.6872,128.8694,255.35,91,100,6.11,RU,1703056272
70,petropavlovsk-kamchatsky,53.0452,158.6483,260.48,61,0,4.0,RU,1703056274
71,constantia,44.1833,28.65,278.54,81,0,4.85,RO,1703056275
72,whitehorse,60.7161,-135.0538,258.24,94,96,2.73,CA,1703056276
73,kostel,42.8887,25.995,270.31,76,3,1.99,BG,1703056277
74,tomohon,1.3346,124.8392,299.67,72,51,1.57,ID,1703056278
75,port lincoln,-34.7333,135.8667,289.99,59,89,8.07,AU,1703056279
76,hermanus,-34.4187,19.2345,294.15,72,12,2.77,ZA,1703056280
77,port augusta,-32.5,137.7667,298.58,22,0,10.43,AU,1703056282
78,bilibino,68.0546,166.4372,241.7,97,100,1.37,RU,1703056284
79,luena,-11.7833,19.9167,296.14,73,100,1.56,AO,1703056285
80,oak grove,45.4168,-122.6401,281.68,90,75,4.02,US,1703056286
81,karasuk,53.7377,78.0403,266.76,96,100,3.47,RU,1703056250
82,udachny,66.4167,112.4,248.87,83,77,2.43,RU,1703056288
83,utrik,11.2278,169.8474,299.98,79,100,10.58,MH,1703056289
84,pangkalpinang,-2.1333,106.1333,303.04,68,95,2.44,ID,1703056249
85,newman,37.3138,-121.0208,287.75,93,100,1.34,US,1703056291
86,rio grande,-32.035,-52.0986,292.56,90,100,9.29,BR,1703056177
87,nova xavantina,-14.6667,-52.35,296.65,70,95,1.29,BR,1703056293
88,jamestown,42.097,-79.2353,269.92,96,0,3.6,US,1703056026
89,invercargill,-46.4,168.35,295.74,62,95,4.53,NZ,1703056295
90,ilheus,-14.7889,-39.0494,295.29,95,100,2.3,BR,1703056296
91,ibiza,38.9088,1.433,288.04,66,0,3.09,ES,1703056165
92,usogorsk,63.4106,48.6872,271.76,94,100,4.64,RU,1703056300
93,luderitz,-26.6481,15.1594,295.88,45,0,7.41,NA,1703056301
94,cabo san lucas,22.8909,-109.9124,296.35,69,100,2.96,MX,1703056207
95,afif,23.9065,42.9172,289.92,18,0,5.78,SA,1703056303
96,codrington,-38.2667,141.9667,288.93,55,0,8.25,AU,1703056304
97,georgetown,5.4112,100.3354,306.11,58,20,5.14,MY,1703056305
98,badger,64.8,-147.5333,261.68,86,75,0.0,US,1703056306
99,priozersk,61.0393,30.1291,273.76,92,100,8.69,RU,1703056307
100,toliara,-23.35,43.6667,305.68,50,1,3.97,MG,1703056197
101,ushuaia,-54.8,-68.3,281.09,99,100,3.14,AR,1703056224
102,tsiombe,-25.3,45.4833,303.08,48,9,6.04,MG,1703056310
103,iqaluit,63.7506,-68.5145,250.0,70,75,3.09,CA,1703056311
104,coahuayana de hidalgo,18.7,-103.6583,297.01,90,44,1.18,MX,1703056312
105,bethel,41.3712,-73.414,272.7,70,0,3.6,US,1703056171
106,igarka,67.4667,86.5833,257.59,80,100,10.44,RU,1703056140
107,hawaiian paradise park,19.5933,-154.9731,293.88,96,20,2.57,US,1703056314
108,sanniquellie,7.3622,-8.7061,289.31,35,7,1.46,LR,1703056315
109,bel ombre,-4.6167,55.4167,303.06,74,20,1.03,SC,1703056316
110,keflavik,64.0049,-22.5624,274.39,93,75,7.2,IS,1703056317
111,isna,25.2934,32.554,293.63,30,62,1.31,EG,1703056318
112,la passe,45.5549,-0.8967,282.03,86,1,4.79,FR,1703056319
113,new norfolk,-42.7826,147.0587,289.22,59,75,2.7,AU,1703056320
114,port isabel,26.0734,-97.2086,291.49,83,0,1.54,US,1703056321
115,kapuskasing,49.4169,-82.4331,268.2,74,100,4.12,CA,1703056322
116,lebu,-37.6167,-73.65,284.38,92,54,2.32,CL,1703056323
117,flying fish cove,-10.4217,105.6791,299.97,73,100,2.57,CX,1703056324
118,jackson,42.4165,-122.8345,283.07,90,75,1.54,US,1703056265
119,puerto ayora,-0.7393,-90.3518,297.34,99,98,1.79,EC,1703056326
120,drahichyn,52.1874,25.1597,277.17,97,100,5.2,BY,1703056327
121,naze,28.3667,129.4833,287.64,72,99,9.1,JP,1703056329
122,san luis,-33.295,-66.3356,286.83,90,100,1.81,AR,1703056197
123,chonchi,-42.6128,-73.8092,283.77,78,6,0.94,CL,1703056331
124,sirte,31.2089,16.5887,286.9,61,10,9.59,LY,1703056332
125,coronel dorrego,-38.7187,-61.2873,284.64,88,100,3.11,AR,1703056333
126,shingu,33.7333,135.9833,282.45,60,99,3.83,JP,1703056335
127,las heras,-46.5419,-68.9359,290.81,27,100,2.81,AR,1703056336
128,mossel bay,-34.1831,22.146,294.11,73,37,3.9,ZA,1703056337
129,rialma,-15.315,-49.5844,295.16,89,100,0.43,BR,1703056338
130,dazhou,31.2159,107.5009,282.86,55,88,0.34,CN,1703056339
131,prince rupert,54.3161,-130.3201,278.2,100,100,1.54,CA,1703056213
132,longyearbyen,78.2186,15.6401,265.06,67,100,7.72,SJ,1703056341
133,sur,22.5667,59.5289,297.32,55,40,4.23,OM,1703056342
134,puqi,29.7167,113.8833,279.41,62,50,3.02,CN,1703056343
135,broome,42.2506,-75.833,269.56,89,20,2.06,US,1703056345
136,barra de santo antonio,-9.4047,-35.5072,298.75,90,100,4.81,BR,1703056346
137,ca' savio,45.4538,12.4573,277.01,93,2,2.06,IT,1703056347
138,merizo village,13.2658,144.6691,302.46,79,48,8.6,GU,1703056348
139,ugoofaaru,5.6667,73.0,301.69,78,41,7.84,MV,1703056350
140,iskateley,67.6803,53.1512,262.05,93,100,5.81,RU,1703056351
141,arno,60.1167,18.6333,273.03,96,55,3.58,SE,1703056352
142,st. john's,47.5649,-52.7093,285.19,91,100,2.68,CA,1703056148
143,thunder bay,48.4001,-89.3168,268.78,73,86,3.48,CA,1703056138
144,valparaiso,-33.0393,-71.6273,284.95,82,0,1.03,CL,1703056124
145,puerto el triunfo,13.2833,-88.55,294.18,66,6,4.09,SV,1703056356
146,el dovio,4.5079,-76.2362,290.73,98,100,0.75,CO,1703056357
147,gamba,-2.65,10.0,299.55,84,97,2.56,GA,1703056358
148,kot diji,27.3427,68.7083,295.16,16,0,1.27,PK,1703056298
149,glace bay,46.1969,-59.957,284.2,98,100,3.6,CA,1703056359
150,ingeniero guillermo n. juarez,-23.9,-61.85,291.77,93,100,4.06,AR,1703056361
151,ilulissat,69.2167,-51.1,258.16,61,13,7.72,GL,1703056362
152,kupiskis,55.8333,24.9667,274.57,93,100,3.56,LT,1703056363
153,keuruu,62.2667,24.7,273.25,91,100,5.76,FI,1703056364
154,margaret river,-33.95,115.0667,301.08,39,100,3.83,AU,1703056189
155,las tablas,7.7667,-80.2833,296.58,99,18,7.86,PA,1703056366
156,okulovka,58.4008,33.2908,273.31,84,21,7.37,RU,1703056299
157,pizarro,4.9533,-77.366,298.87,88,69,1.17,CO,1703056369
158,riviere-du-loup,47.8304,-69.5342,269.64,86,6,3.09,CA,1703056370
159,bafoulabe,13.8065,-10.8321,289.63,17,100,2.31,ML,1703056371
160,zhanaozen,43.3,52.8,279.54,84,58,6.87,KZ,1703056167
161,qaqortoq,60.7167,-46.0333,274.69,98,100,7.88,GL,1703056373
162,dapa,9.7594,126.0531,301.64,72,7,2.29,PH,1703056374
163,selkirk,50.1436,-96.8845,263.19,84,100,0.45,CA,1703056374
164,bikenibeu village,1.3673,173.1241,301.75,81,100,8.34,KI,1703056375
165,mindelo,16.8901,-24.9804,295.9,64,100,8.75,CV,1703056376
166,embalenhle,-26.5333,29.0667,296.24,69,0,2.63,ZA,1703056377
167,fuglafjordur,62.244,-6.814,275.41,61,100,4.41,FO,1703056378
168,nenjiang,49.1833,125.2167,249.1,91,73,1.33,CN,1703056379
169,pisco,-13.7,-76.2167,293.18,88,100,4.12,PE,1703056380
170,kavaratti,10.5669,72.642,301.58,73,100,2.91,IN,1703056380
171,hamilton,39.1834,-84.5333,272.47,75,40,4.02,US,1703056247
172,nar'yan-mar,67.6713,53.087,262.1,93,100,5.81,RU,1703056382
173,george,-33.963,22.4617,292.9,77,75,3.09,ZA,1703056383
174,ghanzi,-21.5667,21.7833,299.49,55,89,7.42,BW,1703056384
175,touros,-5.1989,-35.4608,298.63,87,100,4.04,BR,1703056385
176,wewak,-3.5534,143.6268,298.07,93,100,1.59,PG,1703056386
177,kill devil hills,36.0307,-75.676,279.25,65,0,5.14,US,1703056387
178,goundi,9.3627,17.366,300.32,24,100,2.07,TD,1703056388
179,carlsbad,33.1581,-117.3506,290.62,87,100,1.54,US,1703056275
180,corner brook,48.9667,-57.9484,284.24,92,100,3.79,CA,1703056386
181,kokopo,-4.352,152.2633,299.85,84,100,2.32,PG,1703056391
182,ghadamis,30.1337,9.5007,282.99,80,95,6.32,LY,1703056392
183,kolonia,50.9333,6.95,280.29,86,75,6.69,DE,1703056364
184,johvi,59.3592,27.4211,273.39,80,9,8.82,EE,1703056394
185,zaozersk,69.4005,32.4476,266.29,95,100,1.95,RU,1703056395
186,labrador city,52.9463,-66.9114,258.1,78,0,2.57,CA,1703056288
187,afaahiti,-17.75,-149.2833,299.08,91,100,6.03,PF,1703056397
188,uturoa,-16.7333,-151.4333,300.07,81,100,4.17,PF,1703056398
189,lovrin,45.9681,20.7703,276.05,71,100,1.98,RO,1703056398
190,mudgee,-32.5943,149.5871,291.36,84,100,4.12,AU,1703056400
191,tolanaro,-25.0319,46.9987,300.96,62,37,2.81,MG,1703056401
192,novodvinsk,64.4165,40.8122,273.01,89,100,3.75,RU,1703056402
193,tongchuanshi,35.0806,109.0897,272.03,43,8,0.51,CN,1703056403
194,gazi,35.3253,25.0669,287.63,71,20,2.57,GR,1703056404
195,vadso,70.0744,29.7487,271.24,80,75,4.63,NO,1703056405
196,ambon,-3.6954,128.1814,306.23,62,40,3.09,ID,1703056406
197,alaghsas,17.0187,8.0168,292.09,26,6,2.57,NE,1703056407
198,san antonio de pale,-1.4014,5.6325,300.14,81,93,2.44,GQ,1703056408
199,le port,-20.9373,55.2919,304.15,98,60,2.81,RE,1703056409
200,maceio,-9.6658,-35.7353,298.84,94,0,3.6,BR,1703056410
201,hasaki,35.7333,140.8333,285.53,33,27,0.37,JP,1703056411
202,hakui,36.8833,136.7833,279.16,89,100,2.86,JP,1703056412
203,malanje,-9.5402,16.341,294.09,92,100,1.1,AO,1703056413
204,nasice,45.4886,18.0878,277.51,74,0,1.3,HR,1703056414
205,moramanga,-18.9333,48.2,301.26,48,100,1.07,MG,1703056415
206,puerto baquerizo moreno,-0.9,-89.6,297.08,91,83,5.11,EC,1703056416
207,wynyard,-41.0,145.7167,289.96,48,4,3.65,AU,1703056417
208,al mindak,20.1588,41.2834,288.93,43,0,2.56,SA,1703056418
209,portales,34.1862,-103.3344,281.89,49,100,3.29,US,1703056419
210,salida,37.7058,-121.0849,288.34,96,0,3.6,US,1703056419
211,palopo,-2.9996,120.1921,302.41,77,82,1.67,ID,1703056420
212,sao miguel do araguaia,-13.275,-50.1628,294.88,90,87,0.93,BR,1703056412
213,jutai,-5.1833,-68.9,296.64,99,100,0.97,BR,1703056279
214,faya-largeau,17.9257,19.1043,294.97,29,74,6.43,TD,1703056423
215,strelka,58.0728,93.0344,252.08,87,95,3.69,RU,1703056424
216,tura,25.5198,90.2201,297.57,41,48,1.31,IN,1703056314
217,nakonde,-9.3421,32.745,298.31,57,97,1.42,ZM,1703056426
218,ketchikan,55.3422,-131.6461,278.14,100,100,3.6,US,1703056427
219,tazovsky,67.4667,78.7,259.47,91,99,7.51,RU,1703056427
220,nyurba,63.2842,118.3319,248.15,93,100,3.87,RU,1703056428
221,fada,9.5667,8.3,296.81,25,6,1.12,NG,1703056429
222,fortuna,40.5982,-124.1573,284.63,97,100,5.66,US,1703056430
223,gunjur,13.2019,-16.7339,292.19,19,100,5.66,GM,1703056431
224,port saint john's,-31.6229,29.5448,298.0,71,70,3.69,ZA,1703056432
225,lukhovka,54.1484,45.2573,274.73,99,100,6.88,RU,1703056433
226,sumter,28.7086,-82.0831,283.2,82,85,3.82,US,1703056359
227,leck,54.7669,8.9785,279.28,89,100,8.61,DE,1703056434
228,conceicao do mato dentro,-19.0372,-43.425,291.14,99,87,0.62,BR,1703056435
229,cannonvale,-20.2833,148.7,299.81,73,2,5.51,AU,1703056436
230,brisas de zicatela,15.8369,-97.0419,295.05,53,0,2.68,MX,1703056437
231,ancud,-41.8697,-73.8203,285.33,78,90,1.39,CL,1703056438
232,mikumi,-7.4041,36.9831,300.76,72,100,1.96,TZ,1703056439
233,newton,42.337,-71.2092,274.01,77,0,5.66,US,1703056439
234,eenhana,-17.4667,16.3333,299.75,51,89,3.1,NA,1703056440
235,antsiranana,-12.2787,49.2917,304.25,58,29,2.35,MG,1703056441
236,la'ie,21.6477,-157.9253,298.13,79,100,10.34,US,1703056442
237,kodiak,57.79,-152.4072,271.88,93,100,2.06,US,1703056444
238,grand rapids,42.9634,-85.6681,273.1,72,20,3.6,US,1703056445
239,mhamid,29.82,-5.72,280.39,36,0,1.38,MA,1703056446
240,jatibarang,-6.4747,108.3153,305.28,53,100,3.92,ID,1703056181
241,sampit,-2.5333,112.95,301.31,79,100,1.46,ID,1703056448
242,prieska,-29.6641,22.7474,304.36,16,0,1.44,ZA,1703056449
243,atafu village,-8.5421,-172.5159,302.79,74,100,4.66,TK,1703056450
244,fale old settlement,-9.3852,-171.2468,302.58,73,100,4.64,TK,1703056451
245,chany,55.3121,76.7647,261.59,96,85,3.16,RU,1703056452
246,portland,45.5234,-122.6762,281.95,91,75,3.58,US,1703056257
247,i-n-salah,27.1935,2.4607,282.01,61,0,2.96,DZ,1703056454
248,piacabucu,-10.4056,-36.4344,298.65,76,53,5.12,BR,1703056252
249,vryburg,-26.9566,24.7284,302.6,42,0,7.75,ZA,1703056456
250,talnakh,69.4865,88.3972,258.82,67,100,11.02,RU,1703056457
251,yallahs,17.8748,-76.5624,298.0,84,41,4.51,JM,1703056458
252,tete,-16.1564,33.5867,305.2,55,75,2.57,MZ,1703056459
253,yelizovo,53.1873,158.3805,261.23,61,0,4.0,RU,1703056460
254,constitucion,-35.3333,-72.4167,283.67,89,0,2.51,CL,1703056461
255,punta arenas,-53.15,-70.9167,284.21,82,0,2.57,CL,1703056231
256,chamba,32.5667,76.1333,296.8,12,57,2.46,IN,1703056462
257,firuzabad,28.8438,52.5707,284.96,53,0,1.3,IR,1703056463
258,tigwav,18.4314,-72.8669,298.1,83,53,3.29,HT,1703056464
259,veraval,20.9,70.3667,300.75,37,100,2.83,IN,1703056465
260,sen monorom,12.45,107.2,300.15,53,100,4.52,KH,1703056467
261,vila franca do campo,37.7167,-25.4333,291.42,99,100,4.96,PT,1703056468
262,villa ojo de agua,-29.5,-63.6938,286.06,97,100,6.67,AR,1703056469
263,port-cartier,50.0334,-66.8654,270.21,61,1,2.79,CA,1703056470
264,ashland,40.8167,-82.2665,269.8,94,92,3.17,US,1703056471
265,anton lizardo,19.05,-95.9833,294.04,58,75,1.03,MX,1703056472
266,dzhetygara,52.1908,61.2006,268.11,90,100,8.48,KZ,1703056473
267,motygino,58.1831,94.7592,250.25,87,3,2.24,RU,1703056474
268,zemio,5.0314,25.1361,302.54,40,100,0.19,CF,1703056288
269,brokopondo,4.75,-55.1667,299.03,84,99,3.44,SR,1703056476
270,minas de marcona,-15.2119,-75.1103,289.0,87,92,4.85,PE,1703056477
271,lata,40.1629,-8.3327,282.08,88,100,1.64,PT,1703056478
272,rongelap,11.1635,166.8941,300.23,79,100,9.84,MH,1703056478
